LINE	NUM	ROOM	CHAR	Acte	TEXT_FR	TEXT_EN	COMMENTAIRES / intégration métadonnées
A01N01_Ern_LIV_01170	01170	LIVINGROOM	Ernest 	A01N01	 Abigail ne le montre pas, mais elle est dévastée.	Abigail doesn’t show it, but she’s devastated.	Done
A01N01_Ern_LIV_01180	01180	LIVINGROOM	Ernest 	A01N01	 J’espère que te ne les blesseras pas.	I hope you won’t hurt them.	Done
A01N01_Kim_LIV_01190	01190	LIVINGROOM	Kim 	A01N01	 Tu t’entends toujours aussi bien avec Hippolyte?	Do you still get along with Hippolyte?	Done
A01N01_Ern_LIV_01200	01200	LIVINGROOM	Ernest 	A01N01	 Entre nous, il est resté très gamin dans sa tête, malgré ses grands airs.	Let’s keep this between us, but he’s still very childish. He tries to look mature but he’s too theatrical about it.	Done
A01N01_Ern_LIV_01201	01200	LIVINGROOM	Ernest 	A01N01	Je ne pense pas qu’il soit capable de gérer un manoir, Abigail est beaucoup plus organisée.	I don’t think he could take care of the Manor, and Abigail is way more organized than he is.	Done
A01N01_NAR_LIV_01210	01210	LIVINGROOM	NARRATEUR 	A01N01	 Ce n’était pas trop la question…	That wasn’t really my question…	Done
A01N01_Kim_LIV_01220	01220	LIVINGROOM	Kim 	A01N01	 Que penses-tu d’Ophélie ?	What do you think of Ophélie?	Done
A01N01_Ern_LIV_01230	01230	LIVINGROOM	Ernest 	A01N01	 Aucune idée. Tu sais, elle vient à peine de débarquer. Elle dit qu’elle est la fille de Célestia.	No idea. You know, she just arrived here. She says she is Célestia’s daughter.	Done
A01N01_Ern_LIV_01231	01230	LIVINGROOM	Ernest 	A01N01	 Franchement, je ne comprends pas pourquoi elle est là.	Sincerely, I don’t understand what she’s doing here.	Done
A01N01_Ern_LIV_01232	01230	LIVINGROOM	Ernest 	A01N01	Si elle n’a jamais eu de lien avec cette famille, ce n’est pas le moment de soudain réclamer ses droits.	If she never had any link to this family, it’s not exactly the right moment to suddenly claim rights.	Done
A01N01_Ern_LIV_01233	01230	LIVINGROOM	Ernest 	A01N01	C’est obscène, ils sont en plein deuil.	It’s obscene, everyone is mourning.	Done
A01N01_Kim_LIV_01240	01240	LIVINGROOM	Kim 	A01N01	 Qu’est-ce que tu deviens ?	What have you been up to these past years?	Done
A01N01_Ern_LIV_01250	01250	LIVINGROOM	Ernest 	A01N01	 Et bien ça roule ! J’ai lancé ma propre boîte, « Wait&Watch », avec un petit jeu de mot sur « watch », qui veut dire à la fois observer et montre !	Well, everything is going great! I’ve launched my own company, “Wait&Watch”, with a word game on Watch, you know, watching your watch?	Done
A01N01_Ern_LIV_01251	01250	LIVINGROOM	Ernest 	A01N01	Parce que oui, je vends des montres. Tu as vu la mienne ? Elles sont vraiment classes.	Because, yes, I sell watches. Did you see mine? They’re really awesome.	Done
A01N01_Ern_LIV_01252	01250	LIVINGROOM	Ernest 	A01N01	Tu n’en as pas, tu veux peut-être m’en acheter une ?	I see you don’t have one, maybe you’d like to buy one?	Done
A01N01_Kim_LIV_01260	01260	LIVINGROOM	Kim 	A01N01	 On en reparle plus tard ?	Maybe later?	Done
A01N01_Ern_LIV_01270	01270	LIVINGROOM	Ernest 	A01N01	' Oui, je sais bien que ce n''est pas le moment, je plaisantais ! On en reparlera, je te montrerai le catalogue.'	'Yes, I know it''s not really the right time, I was kidding! We can speak about it later, I’ll show you the catalogue, aha…'	Done
A01N01_Kim_LIV_01280	01280	LIVINGROOM	Kim 	A01N01	 Tu rigoles ? Ce n’est pas le moment !	Are you kidding? It’s not the right moment!	Done
A01N01_Kim_LIV_01290	01290	LIVINGROOM	Kim 	A01N01	 Les Castheran sont en deuil, je dois régler une histoire d’héritage et tu me parles de montres ?	The Castheran are in mourning, I have to deal with the will, and you’re trying to sell me a watch?	Done
A01N01_Ern_LIV_01300	01300	LIVINGROOM	Ernest 	A01N01	 Pas la peine de t’en prendre à moi, je plaisantais ! C’était juste histoire de te donner des nouvelles. Je ne suis pas désespéré à ce point, aha.	Don’t get mad at me like that, I was only kidding! It was just a way of telling you about the latest news. I’m not so desperate, aha.	Done
A01N01_Kim_LIV_01310	01310	LIVINGROOM	Kim 	A01N01	 Au revoir.	Bye.	Done
A01N01_Kim_LIV_01320	01320	LIVINGROOM	Kim 	A01N01	 Que penses-tu d’Abigail ?	What do you think about Abigail?	Done
A01N01_Ern_LIV_01330	01330	LIVINGROOM	Ernest 	A01N01	 Elle irradiait déjà d’une aura incroyable quand nous étions enfants, mais maintenant, c’est encore plus marqué…	She was already beaming with an incredible aura when we were children, but now it’s even more obvious…	Done
A01N01_Ern_LIV_01331	01330	LIVINGROOM	Ernest 	A01N01	Promets-moi de ne pas le lui répéter, mais j’étais déjà amoureux d’elle à l’époque.	Promise me not to tell her, but I already was in love with her back then.	Done
A01N01_Kim_LIV_01340	01340	LIVINGROOM	Kim 	A01N01	 Promis.	I promise.	Done
A01N01_Ern_LIV_01350	01350	LIVINGROOM	Ernest 	A01N01	 Je n’ai jamais eu la possibilité de le lui avouer.	I never had the opportunity to tell her.	Done
A01N01_Ern_LIV_01351	01350	LIVINGROOM	Ernest 	A01N01	Aujourd’hui, tous mes sentiments reviennent au galop et prennent toute la place, je ne pense qu’à elle en permanence, c’est tellement difficile de la savoir si triste.	Today, all my feelings are coming back and are taking the whole space, I think about her all the time and it’s so hard to know she’s so sad.	Done
A01N01_Ern_LIV_01352	01350	LIVINGROOM	Ernest 	A01N01	Je ne sais pas comment le lui dire, elle est si difficile à émouvoir. Peut-être pourrais-tu m’aider à trouver l’occasion ?	I don’t really know how to let her know, she’s so hard to move. Maybe you can help me find a way?	Done
A01N01_Kim_LIV_01360	01360	LIVINGROOM	Kim 	A01N01	 Bien sûr, tout pour un ancien ami !	Sure, anything for an old friend!	Done
A01N01_Ern_LIV_01370	01370	LIVINGROOM	Ernest 	A01N01	 Merci, je n’en attendais pas moins ! On en reparlera dans un lieu plus discret.	Thanks, I didn’t expect any less! Let’s talk about it again in a more private place.	Done
A01N01_Kim_LIV_01380	01380	LIVINGROOM	Kim 	A01N01	 Je ne sais pas, peut-être.	I don’t know, maybe.	Done
A01N01_Ern_LIV_01390	01390	LIVINGROOM	Ernest 	A01N01	 D’accord, je te redemanderai.	Okay, I’ll ask you again later.	Done
A01N01_Kim_LIV_01400	01400	LIVINGROOM	Kim 	A01N01	 Débrouille-toi tout seul, ce n’est pas mon problème.	Sort things out yourself, it’s not my problem.	Done
A01N01_Kim_LIV_01410	01410	LIVINGROOM	Kim 	A01N01	 Sincèrement, tu trouves que c’est le moment de penser à ta vie amoureuse ?	Do you seriously think it’s the right time to think of your love life?	Done
A01N01_Ern_LIV_01420	01420	LIVINGROOM	Ernest 	A01N01	 Je n’ai pas dit de m’aider tout de suite… Mais puisque tu le prends comme ça.	I didn’t say help me now… but if you take it this way, whatever.	Done
A01N01_Ern_LIV_01430	01430	LIVINGROOM	Ernest 	A01N01	 Oh… Si tu demandes pour l’héritage, je pense qu’elle saura très bien s’occuper du Manoir et qu’elle devrait l’avoir.	Well… If you’re asking because of the will, I think she’d take a good care of the Manor and that she should have it.	Done
A01N01_Ern_LIV_01431	01430	LIVINGROOM	Ernest 	A01N01	Elle est très intègre. Mais sinon, à un niveau personnel…	She’s a very upright person. On a personal level though…	Done
A01N01_Ern_LIV_01432	01430	LIVINGROOM	Ernest 	A01N01	Je ne te conseille pas d’essayer de la côtoyer. Ce n’est vraiment pas une personne appréciable.	'I don’t advise you to try and be friend with her. She isn''t very fun to be around.'	Done
A01N01_Ern_LIV_01433	01430	LIVINGROOM	Ernest 	A01N01	Elle m’a déjà dit qu’elle te méprisait.	She already told me she despises you.	Done
A01N01_NAR_LIV_01440	01440	LIVINGROOM	NARRATEUR 	A01N01	 Oh… C’est vrai qu’elle est froide, mais je ne pensais pas qu’elle me détestait déjà, juste qu’elle était distante avec tout le monde.	Oh… It’s true she is cold, but I didn’t think she already hated me, just that she was distant with everyone.	Done
A01N01_NAR_LIV_01441	01440	LIVINGROOM	NARRATEUR 	A01N01	 Est-ce que j’ai fait quelque chose ? Quand est-ce qu’elle a pu dire ça à Ernest, alors que je viens à peine d’arriver ?	Did I do something wrong? …And when did she tell Ernest that? I just arrived.	Done
A01N01_Kim_LIV_01450	01450	LIVINGROOM	Kim 	A01N01	 Merci pour le conseil.	Thank you for the advice.	Done
A01N01_Ern_LIV_01460	01460	LIVINGROOM	Ernest 	A01N01	 Enchanté.	Nice to see you.	Done
A01N01_Kim_LIV_01470	01470	LIVINGROOM	Kim 	A01N01	 Ophélie Beaumont, c’est bien ça ?	Ophélie Beaumont, isn’t it?	Done
A01N01_Oph_LIV_01480	01480	LIVINGROOM	Ophélie 	A01N01	 Ou-Oui, c’est moi.	Y-yes, it’s m-me.	Done
A01N01_Kim_LIV_01490	01490	LIVINGROOM	Kim 	A01N01	 Excusez-moi, je ne crois pas vous connaître. Est-ce que vous pouvez m’en dire plus sur vous ?	Forgive me, I don’t know anyone well here. Can you tell me more about yourself?	Done
A01N01_Oph_LIV_01500	01500	LIVINGROOM	Ophélie 	A01N01	 Bien sûr. Je… Comment dire, je… C’est…	O-of course. I… Well, I… It’s…	Done
A01N01_NAR_LIV_01510	01510	LIVINGROOM	NARRATEUR 	A01N01	 Elle rit nerveusement.	She laughs nervously.	Done
A01N01_Oph_LIV_01520	01520	LIVINGROOM	Ophélie 	A01N01	 C’est compliqué. J’ai grandi loin d’ici, chez mon p-père, en Normandie. Le v-voyage a été long. J-je n’ai jamais connu ma m-mère.	It’s c-c-complicated. I grew up far f-from here, with my f-father, in Normandy. The t-trip was long. I never knew m-my m-mother.	Done
A01N01_NAR_LIV_01530	01530	LIVINGROOM	NARRATEUR 	A01N01	 Elle est tellement stressée qu’on dirait qu’elle récite une présentation devant une classe…	She’s so stressed out she sounds like she’s reciting a presentation backward in front of a classroom…	Done
A01N01_Oph_LIV_01540	01540	LIVINGROOM	Ophélie 	A01N01	 Mon père m’a seulement donné son i-identité récemment…	M-my father only t-told me her ident-tity recently…	Done
A01N01_Kim_LIV_01550	01550	LIVINGROOM	Kim 	A01N01	 Qui est-ce ?	And who’s she?	Done
A01N01_Oph_LIV_01560	01560	LIVINGROOM	Ophélie 	A01N01	 P-pardon… Il m’a dit que c’était Cé-Célestia Castheran. Il suivait sa vie de loin, mais n’a ja-jamais voulu me dire qui elle était.	Oh, s-sorry… He s-said she was C-Célestia Castheran. He f-followed her life f-from a-a-afar, but he never accepted to t-tell me who she was.	Done
A01N01_Oph_LIV_01561	01560	LIVINGROOM	Ophélie 	A01N01	Je-je comprends pourquoi, maintenant.	I understand why, n-now.	Done
A01N01_NAR_LIV_01570	01570	LIVINGROOM	NARRATEUR 	A01N01	 J’essaie de sourire, de la rassurer pour qu’elle continue.	I try to smile and to reassure her so she would continue.	Done
A01N01_Oph_LIV_01580	01580	LIVINGROOM	Ophélie 	A01N01	 J-je crois que ma mère n’a jamais parlé de moi et de mon père à sa nouvelle f-famille.	I think my m-mother never s-said a word about m-me and my dad to her new f-family.	Done
A01N01_Oph_LIV_01581	01580	LIVINGROOM	Ophélie 	A01N01	Mon père ne voulait pas la dé-déranger… Il n’a jamais rien dit, jamais cherché à la recontacter…	My dad didn’t want to upset her… He never s-said anything, never t-tried to contact her again…	Done
A01N01_Oph_LIV_01582	01580	LIVINGROOM	Ophélie 	A01N01	Mais… je voulais venir à son en-enterrement, savoir… savoir qui elle était… C’est pour ça que je suis ici.	B-b-but… I wanted to come to her f-funerals, to know… know who she was… That’s why I’m here.	Done
A01N01_Kim_LIV_01590	01590	LIVINGROOM	Kim 	A01N01	 Abigail n’a pas l’air de vous apprécier…	Abigail doesn’t seem to like you…	Done
A01N01_Oph_LIV_01600	01600	LIVINGROOM	Ophélie 	A01N01	 En effet… En même temps, j-je la comprends.	Indeed… B-but I understand her.	Done
A01N01_Oph_LIV_01601	01600	LIVINGROOM	Ophélie 	A01N01	Que penseriez-vous, s-si quelqu’un arrivait de nulle part et vous annonçait être votre s-sœur ?	What would you think, if s-s-somebody arrived f-from who knows where and t-told you she was your s-s-sister?	Done
A01N01_NAR_LIV_01610	01610	LIVINGROOM	NARRATEUR 	A01N01	 Surtout au moment où celle qui pourrait le confirmer vient de mourir…	Especially when the only one who can confirm it just died…	Done
A01N01_Kim_LIV_01620	01620	LIVINGROOM	Kim 	A01N01	 Je me méfierais.	I would stay on my guards.	Done
A01N01_Oph_LIV_01630	01630	LIVINGROOM	Ophélie 	A01N01	 Exactement… Personne ne veut cr-croire que je suis la fille de Cé-Célestia.	Exactly. No one wants to b-believe I am C-Célestia’s daughter.	Done
A01N01_Kim_LIV_01640	01640	LIVINGROOM	Kim 	A01N01	 Je l’accueillerai à bras ouverts, c’est une chance !	I would welcome her with open arms	Done
A01N01_Oph_LIV_01650	01650	LIVINGROOM	Ophélie 	A01N01	 Oh ! C’est gentil. J’aurais aimé être de votre f-famille, pour avoir un tel accueil.	Oh! That’s s-so nice of you. I would have loved to b-be f-from your f-family, and b-be welcomed so.	Done
A01N01_Oph_LIV_01651	01650	LIVINGROOM	Ophélie 	A01N01	Ici, personne ne veut croire que je suis la fille de Cé-Célestia. 	Here, no one wants to b-believe I am C-Célestia’s daughter.	Done
A01N01_Kim_LIV_01660	01660	LIVINGROOM	Kim 	A01N01	 A la mort de ma mère ? Je la mettrai à la porte.	At my mother’s funerals? I would kick her out.	Done
A01N01_Oph_LIV_01670	01670	LIVINGROOM	Ophélie 	A01N01	 Je… Oui, je comprends, A-Abigail a déjà été bien g-gentille de me laisser entrer.	I… Yes, I understand, Ab-b-bigail has been v-very nice to invite m-me in.	Done
A01N01_Oph_LIV_01671	01670	LIVINGROOM	Ophélie 	A01N01	Je lui suis redevable. C’est normal que personne ne veuille croire que je suis la fille de Cé-Célestia.	I’m so grateful to her. It’s n-normal that no one wants to b-believe I am C-Célestia’s daughter.	Done
A01N01_NAR_LIV_01680	01680	LIVINGROOM	NARRATEUR 	A01N01	 Je n’aurais peut-être pas dû être aussi franc#he||•he#. Elle a l’air de prendre les choses très à cœur, je ne voudrais pas la blesser par inadvertance.	Maybe I shouldn’t have be so outspoken. She seems to take everything to heart. I wouldn’t want to hurt her without meaning to.	Done
A01N01_Oph_LIV_01690	01690	LIVINGROOM	Ophélie 	A01N01	 C’est pourtant vrai, j-je crois. J’espérais que quelqu’un en saurait davantage sur moi ici…	I really think it’s true, though. I hoped s-somebody would know more about m-me here…	Done
A01N01_Oph_LIV_01691	01690	LIVINGROOM	Ophélie 	A01N01	Peut-être y-a-t-il <color=#e27941ff>une preuve quelque part, dans les affaires de ma m-mère ? </color>	Maybe <color=#e27941ff>there’s p-proof somewhere, in my m-mother’s stuff? </color>	Done
A01N01_Oph_LIV_01692	01690	LIVINGROOM	Ophélie 	A01N01	Une photo de moi enfant, par exemple… J’ai p-peur d’espérer.	A p-picture of me as a child for example… I’m s-so afraid t-to hope.	Done
A01N01_Oph_LIV_01700	01700	LIVINGROOM	Ophélie 	A01N01	 …	…	Done
A01N01_Oph_LIV_01710	01710	LIVINGROOM	Ophélie 	A01N01	 Vous… Vous allez avoir le droit de regarder partout…	You… You may look everywhere in the M-Manor, right?	Done
A01N01_Oph_LIV_01711	01710	LIVINGROOM	Ophélie 	A01N01	Est-ce-que, par hasard, vous-vous pourriez m’aider à p-prouver que je suis leur demi-sœur ?	C-could you, by any chance, help me p-prove to Abigail and Hippolyte that I’m their half-s-sister ?	Done
A01N01_Oph_LIV_01712	01710	LIVINGROOM	Ophélie 	A01N01	Je n’ai pas le droit d’aller dans <b>la chambre de Célestia</b>.	They f-forbade me to enter <b>C-Célestia’s room</b>.	Done
A01N01_NAR_LIV_01720	01720	LIVINGROOM	NARRATEUR 	A01N01	 Ça ne me coûte rien… Et si ce qu’elle dit est vrai, elle peut elle aussi prétendre au Manoir.	On the one hand, it costs nothing for me to try… And if what she says is true, she could also ask for the Manor.	Done
A01N01_NAR_LIV_01721	01720	LIVINGROOM	NARRATEUR 	A01N01	C’est important pour moi de découvrir la vérité.	It’s important for me to find the truth.	Done
A01N01_NAR_LIV_01722	01720	LIVINGROOM	NARRATEUR 	A01N01	 D’un autre côté, ça me complique la tâche, et elle se donne peut-être des airs faussement timides pour récupérer l’héritage…	On the other hand, it’s more work for me. Maybe she gives herself fake, timid looks just to get the inheritance…	Done
A01N01_Kim_LIV_01730	01730	LIVINGROOM	Kim 	A01N01	 Je ferai tout mon possible.	I’ll do whatever I can.	Done
A01N01_Oph_LIV_01740	01740	LIVINGROOM	Ophélie 	A01N01	 M-Merci beaucoup ! Je-Je suis vraiment touchée. Personne n’a l’air de vraiment vouloir m’aider, ici.	T-thank you so much! I’m v-very grateful. N-no one really wants to help me here.	Done
A01N01_Kim_LIV_01750	01750	LIVINGROOM	Kim 	A01N01	 Si je tombe sur quelque chose d’intéressant, je vous le dirai.	If I find something by chance, I’ll tell you	Done
A01N01_Oph_LIV_01760	01760	LIVINGROOM	Ophélie 	A01N01	 M-Merci. N’importe quoi qui puisse m’aider à savoir qui-qui je suis me ferait plaisir.	T-thank you. Anything that c-can help me know who I am would m-make m-me happy.	Done
A01N01_Kim_LIV_01770	01770	LIVINGROOM	Kim 	A01N01	 Je n’ai aucune raison d’avoir confiance en vos intentions.	I can’t trust you	Done
A01N01_Oph_LIV_01780	01780	LIVINGROOM	Ophélie 	A01N01	 J-Je comprends. J’espérais que… enfin, même si vous ne me c-croyez pas, vous êtes là pour trancher entre les héritiers.	I understand. I hoped that… Well, even if you d-don’t b-believe me, you’re here to choose an heir.	Done
A01N01_Oph_LIV_01781	01780	LIVINGROOM	Ophélie 	A01N01	Alors je p-pensais que vous voudriez chercher la v-vérité, et que vous pourriez me dire…	So I thought you would want to know the t-t-truth, and that you could t-tell me…	Done
A01N01_Oph_LIV_01782	01780	LIVINGROOM	Ophélie 	A01N01	Mais… C’est comme vous voulez. J-je comprends.	B-but… You d-decide. I understand.	Done
A01N01_Kim_LIV_01790	01790	LIVINGROOM	Kim 	A01N01	 Qu’est-ce que vous savez de Célestia ?	What do you know about Célestia?	Done
A01N01_Oph_LIV_01800	01800	LIVINGROOM	Ophélie 	A01N01	 M-Malheureusement pas grand-chose. J’ai appris récemment qu’elle était ma mère b-biologique. Mon père m’a uniquement parlé d’elle à cause de…	Unfortunately not much. I l-learned recently that she was my b-biological m-mother. My dad only t-told me about her because of…	Done
A01N01_Oph_LIV_01810	01810	LIVINGROOM	Ophélie 	A01N01	 De sa…	Of her…	Done
A01N01_Oph_LIV_01820	01820	LIVINGROOM	Ophélie 	A01N01	 De son décès.	Of her death.	Done
A01N01_Oph_LIV_01830	01830	LIVINGROOM	Ophélie 	A01N01	 Je sais juste qu’elle aimait la m-musique.	I just know she likes m-music.	Done
A01N01_Oph_LIV_01840	01840	LIVINGROOM	Ophélie 	A01N01	 …	…	Done
A01N01_Oph_LIV_01850	01850	LIVINGROOM	Ophélie 	A01N01	 Excusez-moi, je préfère ne pas en parler maintenant.	I’m sorry, I’d rather n-not talk ab-b-bout it n-now.	Done
A01N01_Kim_LIV_01860	01860	LIVINGROOM	Kim 	A01N01	 Je reviens plus tard.	I’ll come back later.	Done
A01N01_Oph_LIV_01870	01870	LIVINGROOM	Ophélie 	A01N01	 B-Bonsoir !	G-Good evening!	Done
A01N01_Léo_HAL_01880	01880	HALL	Léontine 	A01N01	 B’soir. Attention où vous mettez les pieds.	Ev’ning. Be car’ful where you walk.	Done
A01N01_Kim_HAL_01890	01890	HALL	Kim 	A01N01	 Bonsoir. Vous êtes ?	Good evening. You are?	Done
A01N01_Léo_HAL_01900	01900	HALL	Léontine 	A01N01	 Mm ? Léontine. La gouvernante.	Mm? Léontine. The housekeeper.	Done
A01N01_Kim_HAL_01910	01910	HALL	Kim 	A01N01	 Vous êtes ici depuis longtemps ?	Have you been here a long time?	Done
A01N01_Léo_HAL_01920	01920	HALL	Léontine 	A01N01	 Vingt ans et des poussières.	Twenty years and counting.	Done
A01N01_Kim_HAL_01930	01930	HALL	Kim 	A01N01	 Vous connaissez bien Hippolyte ?	You know Hippolyte well, don’t you?	Done
A01N01_Léo_HAL_01940	01940	HALL	Léontine 	A01N01	 C’est un vrai gamin. Honnête et sincère, d’accord, mais immature à souhait.	He’s a brat. Honest and sincere, right, but so childish.	Done
A01N01_Kim_HAL_01950	01950	HALL	Kim 	A01N01	 Que fait Ernest ici ?	What is Ernest doing here?	Done
A01N01_Léo_HAL_01960	01960	HALL	Léontine 	A01N01	 Oh, il est toujours dans mes pattes, lui… Tellement fou amoureux d’Abigail qu’il la suit partout comme un p’tit chien !	Oh, that one’s always under my feet… So head over heels in love with Abigail, he follows her around like a little dog!	Done
A01N01_NAR_HAL_01970	01970	HALL	NARRATEUR 	A01N01	 Tiens, bizarre, il m’a pourtant dit qu’il ne l’aimait pas à un niveau personnel.	That’s strange. Didn’t he tell me he didn’t like her on a personal level?	Done
A01N01_Kim_HAL_01980	01980	HALL	Kim 	A01N01	 Que pensez-vous de la situation ?	What do you think about the situation?	Done
A01N01_Léo_HAL_01990	01990	HALL	Léontine 	A01N01	 J’en pense rien, moi, suis là pour faire la poussière, pas pour réfléchir. Tout ce que je sais, c’est que…	I don’t think anything, me, I’m just here to take away the dust, not to think or anything. All I know is…	Done
A01N01_Léo_HAL_02000	02000	HALL	Léontine 	A01N01	 Abigail ne vous déteste pas. Je la connais, ma maîtresse, même si elle est pas très expressive.	Aby doesn’t hate you. I know my mistress, even if she ain’t very expressive.	Done
A01N01_Léo_HAL_02010	02010	HALL	Léontine 	A01N01	 Abigail vous a à dos. Je la connais, ma maîtresse, même si elle est pas très expressive.	Aby doesn’t hold you dear. I know my mistress, even if she ain’t very expressive.	Done
A01N01_Léo_HAL_02020	02020	HALL	Léontine 	A01N01	 Ophélie a l’air tristounette. On se demande pourquoi, c’est pas comme si elle connaissait sa mère…	Ophélie seems sad. I wonder why, it’s not like she knew her mom…	Done
A01N01_Léo_HAL_02030	02030	HALL	Léontine 	A01N01	 Ophélie est triste, ça crève les yeux. Elle pourrait au moins être discrète comme Abigail.	Ophélie is sad, it’s obvious. She could at least try to be discreet like Aby.	Done
A01N01_Léo_HAL_02040	02040	HALL	Léontine 	A01N01	 Ah, et Ernest est agacé. Je n’aime pas les gens agacés, ils ont tendance à faire passer leur colère sur les pauvres gens qui n’y sont pour rien.	Ernest is upset. I don’t like upset people. It’s always the poor people who don’t do nothing who got to be their scapegoat.	Done
A01N01_Léo_HAL_02050	02050	HALL	Léontine 	A01N01	 Ah, et Ernest est énervé, non ? J’ai peur qu’il ne sache pas contrôler ses émotions.	Ernest is upset, isn’t he? I’m afraid he ain’t really good at controlling his emotions.	Done
A01N01_Kim_HAL_02060	02060	HALL	Kim 	A01N01	 Je vous laisse à votre travail.	I’ll leave you to your work.	Done
A01N01_Léo_HAL_02070	02070	HALL	Léontine 	A01N01	 Oh, vous croyez que je travaille encore à cette heure-là ? Geoffroy va vous montrer votre chambre, vous aurez l’temps de découvrir le Manoir demain.	Oh, you think I’m still working at this hour? Geoffroy’ll show you your room. You can visit the Manor tomorrow.	Done
A01N01_Kim_HAL_02080	02080	HALL	Kim 	A01N01	 Finalement, j’ai encore une question…	Actually, I still have a question…	Done
A01N01_NAR_HAL_02090	02090	HALL	NARRATEUR 	A01N01	 Elle soupire, puis se force à sourire.	She sighs and forces a smile on her face.	Done
A01N01_Léo_HAL_02100	02100	HALL	Léontine 	A01N01	 J’vous écoute.	Shoot.	Done
A01N01_Kim_HAL_02110	02110	HALL	Kim 	A01N01	 Finalement, je vais rester encore un peu au salon.	Actually, I’d rather stay a bit longer in the sitting room.	Done
A01N01_Léo_HAL_02120	02120	HALL	Léontine 	A01N01	 Revenez me parler quand vous voulez dormir.	Come back to me when you want to go to sleep.	Done
A01N01_Kim_HAL_02130	02130	HALL	Kim 	A01N01	 Merci.	Thank you.	Done
A01N01_Kim_HAL_02140	02140	HALL	Kim 	A01N01	 Et Geoffroy, est-il digne de confiance ?	And Geoffroy, is he trustworthy?	Done
A01N01_Léo_HAL_02150	02150	HALL	Léontine 	A01N01	 Pas pour faire son travail, en tout cas, ce flemmard.	Not to do his work anyway, that lazybones.	Done
A01N01_Kim_HAL_02160	02160	HALL	Kim 	A01N01	 Vous savez qui est Ophélie ?	Do you know who is Ophélie?	Done
A01N01_Léo_HAL_02170	02170	HALL	Léontine 	A01N01	 Une gamine mythomane. Elle vient juste pour l’héritage… Je le saurai, moi, si Célestia avait eu un troisième enfant, je n’étais pas aveugle à l’époque.	A compulsive liar. The kid is only here for the inheritance. I’d know, me, if Célestia had a third child, I wasn’t blind back then!	Done
A01N01_Kim_HAL_02180	02180	HALL	Kim 	A01N01	 Que pensez-vous d’Abigail ?	What do you think about Abigail?	Done
A01N01_Léo_HAL_02190	02190	HALL	Léontine 	A01N01	' Hautaine et élitiste. Mais elle veut bien faire, c''est déjà ça.'	'Haughty and snobbish. The only thing she''s got is good intentions.'	Done
A01N01_Léo_HAL_02191	02190	HALL	Léontine 	A01N01	 Déjà de retour ?	Already Back ?	Done
A01N01_NAR_BLA_02200	02200	BLACK_SCREEN	NARRATEUR 	A01N01	 Geoffroy a eu la gentillesse de me montrer ma chambre, et de choisir celle dans laquelle je dormais, enfant, lorsque je restais chez les Castheran. Je m’en souviens mal ; le bruit du parquet sous mes pas, les motifs sur les couvertures, tout me rappelle quelque chose, mais aucune image claire de moi à cette époque ne me revient.	Geoffroy was nice enough to show me to my room, and to choose the one I slept in, as a child, when I stayed over at the Castheran’s. I remember it badly; the sound of my steps on the wooden floor, the patterns on the bedcovers, everything reminds me of something, but no clear image of this period is coming back.	Done
A01N01_NAR_BLA_02210	02210	BLACK_SCREEN	NARRATEUR 	A01N01	 Avant de dormir, je décide d’aller me chercher un verre d’eau. Je ralentis en remarquant la lumière filtrer sous la porte. Quelqu’un s’y trouve vraisemblablement déjà.	Before going to sleep, I decide to go get a glass of water. I slow down when I notice light under the door. Someone’s already there.	Done
A01N01_Kim_BLA_02220	02220	BLACK_SCREEN	Kim 	A01N01	 Entrer dans la cuisine	Enter the kitchen	Done
A01N01_NAR_KIT_02230	02230	KITCHEN	NARRATEUR 	A01N01	 Je frappe doucement à la porte pour prévenir de ma présence, puis j’entre. Abigail et Ophélie sont assises à la table, une tasse – visiblement de tisane – entre les mains.	I softly knock on the door to make my presence known, and I enter. Abigail and Ophélie are sitting at the table, a cup – of herbal tea I’d say – in their hands.	Done
A01N01_Abi_KIT_02240	02240	KITCHEN	Abigail 	A01N01	 #Mme|M.|Mx# Luong.	#Mrs.|Mr.|Mx.# Luong.	Done
A01N01_Kim_KIT_02250	02250	KITCHEN	Kim 	A01N01	 Excusez-moi de vous déranger. Je voulais simplement prendre un verre d’eau.	Sorry to disturb you. I just wanted to get a glass of water.	Done
A01N01_NAR_KIT_02260	02260	KITCHEN	NARRATEUR 	A01N01	 Abigail se lève, va chercher la carafe, me sert.	Abigail stands up, takes the carafe and pours it in a glass for me.	Done
A01N01_Kim_KIT_02270	02270	KITCHEN	Kim 	A01N01	 Je ne reste pas. Bonne nuit à toutes les deux.	I won’t stay, good night to both of you.	Done
A01N01_Oph_KIT_02280	02280	KITCHEN	Ophélie 	A01N01	 M-Merci.	T-thank you. 	Done
A01N01_Kim_BLA_02290	02290	BLACK_SCREEN	Kim 	A01N01	 Ecouter pour savoir qui est là	Listen to know who’s there	Done
A01N01_NAR_KIT_02300	02300	KITCHEN	NARRATEUR 	A01N01	 La porte est restée entrouverte. J’écoute et reconnais bientôt deux voix féminines.	The door stayed ajar. I listen and recognize two high-pitched voices.	Done
A01N01_Abi_KIT_02310	02310	KITCHEN	Abigail 	A01N01	 Je ne peux pas savoir, Madame Beaumont.	I cannot know, Mrs. Beaumont.	Done
